0,1057,559,1,NOT_SPEAKING
1,1057,559,1,NOT_SPEAKING
2,1057,559,1,NOT_SPEAKING
3,1057,560,1,NOT_SPEAKING
4,1057,560,1,NOT_SPEAKING
5,1057,560,1,NOT_SPEAKING
6,1057,561,1,NOT_SPEAKING
7,1057,561,1,NOT_SPEAKING
8,1057,561,1,NOT_SPEAKING
9,1057,562,1,NOT_SPEAKING
10,1057,562,1,NOT_SPEAKING
11,1057,562,1,NOT_SPEAKING
12,1058,563,1,NOT_SPEAKING
13,1058,563,1,NOT_SPEAKING
14,1058,564,1,NOT_SPEAKING
15,1058,564,1,NOT_SPEAKING
16,1059,564,1,NOT_SPEAKING
17,1059,565,1,NOT_SPEAKING
18,1059,565,1,NOT_SPEAKING
19,1059,566,1,NOT_SPEAKING
20,1059,566,1,NOT_SPEAKING
21,1060,566,1,NOT_SPEAKING
22,1060,567,1,NOT_SPEAKING
23,1060,567,1,NOT_SPEAKING
24,1061,567,1,NOT_SPEAKING
25,1061,568,1,NOT_SPEAKING
26,1062,568,1,NOT_SPEAKING
27,1063,568,1,NOT_SPEAKING
28,1063,568,1,NOT_SPEAKING
29,1064,568,1,NOT_SPEAKING
30,1065,568,1,NOT_SPEAKING
31,1065,568,1,NOT_SPEAKING
32,1066,569,1,NOT_SPEAKING
33,1066,569,1,NOT_SPEAKING
34,1067,569,1,NOT_SPEAKING
35,1067,569,1,NOT_SPEAKING
36,1067,570,1,NOT_SPEAKING
37,1067,570,1,NOT_SPEAKING
38,1067,570,1,NOT_SPEAKING
39,1066,570,1,NOT_SPEAKING
40,1066,570,1,NOT_SPEAKING
41,1066,570,1,NOT_SPEAKING
42,1066,570,1,NOT_SPEAKING
43,1066,570,1,NOT_SPEAKING
44,1065,571,1,NOT_SPEAKING
45,1065,571,1,NOT_SPEAKING
46,1065,571,1,NOT_SPEAKING
47,1065,571,1,NOT_SPEAKING
48,1065,572,1,NOT_SPEAKING
49,1064,572,1,NOT_SPEAKING
50,1064,572,1,NOT_SPEAKING
51,1063,573,1,NOT_SPEAKING
52,1061,573,1,NOT_SPEAKING
53,1060,574,1,NOT_SPEAKING
54,1058,574,1,NOT_SPEAKING
55,1056,575,1,NOT_SPEAKING
56,1055,575,1,NOT_SPEAKING
57,1053,576,1,NOT_SPEAKING
58,1051,576,1,NOT_SPEAKING
59,1049,577,1,NOT_SPEAKING
60,1047,577,1,NOT_SPEAKING
61,1046,578,1,NOT_SPEAKING
62,1045,578,1,NOT_SPEAKING
63,1044,578,1,NOT_SPEAKING
64,1044,578,1,NOT_SPEAKING
65,1044,578,1,NOT_SPEAKING
66,1045,577,1,NOT_SPEAKING
67,1045,576,1,NOT_SPEAKING
68,1047,574,1,NOT_SPEAKING
69,1048,572,1,NOT_SPEAKING
70,1050,569,1,NOT_SPEAKING
71,1052,566,1,NOT_SPEAKING
72,1055,563,1,NOT_SPEAKING
73,1057,560,1,NOT_SPEAKING
74,1060,558,1,NOT_SPEAKING
75,1062,556,1,SPEAKING
76,1064,555,1,SPEAKING
77,1067,555,1,SPEAKING
78,1068,555,1,SPEAKING
79,1070,555,1,SPEAKING
80,1071,555,1,SPEAKING
81,1071,555,1,SPEAKING
82,1071,554,1,SPEAKING
83,1070,553,1,SPEAKING
84,1068,552,1,SPEAKING
85,1066,550,1,SPEAKING
