0,957,465,1,NOT_SPEAKING
1,957,465,1,NOT_SPEAKING
2,957,465,1,NOT_SPEAKING
3,958,465,1,NOT_SPEAKING
4,958,466,1,NOT_SPEAKING
5,958,466,1,NOT_SPEAKING
6,959,466,1,NOT_SPEAKING
7,959,466,1,NOT_SPEAKING
8,960,467,1,NOT_SPEAKING
9,961,467,1,NOT_SPEAKING
10,961,467,1,NOT_SPEAKING
11,962,468,1,NOT_SPEAKING
12,963,468,1,NOT_SPEAKING
13,963,468,1,NOT_SPEAKING
14,964,469,1,NOT_SPEAKING
15,965,469,1,NOT_SPEAKING
16,965,469,1,NOT_SPEAKING
17,966,470,1,NOT_SPEAKING
18,966,470,1,NOT_SPEAKING
19,967,471,1,NOT_SPEAKING
20,967,471,1,NOT_SPEAKING
21,968,471,1,NOT_SPEAKING
22,968,471,1,NOT_SPEAKING
23,969,472,1,NOT_SPEAKING
24,969,472,1,NOT_SPEAKING
25,969,472,1,NOT_SPEAKING
26,969,472,1,NOT_SPEAKING
27,969,472,1,NOT_SPEAKING
28,970,472,1,NOT_SPEAKING
29,970,472,1,NOT_SPEAKING
30,970,473,1,NOT_SPEAKING
31,970,473,1,NOT_SPEAKING
32,970,473,1,NOT_SPEAKING
33,970,473,1,NOT_SPEAKING
34,970,473,1,NOT_SPEAKING
35,970,474,1,NOT_SPEAKING
36,970,474,1,NOT_SPEAKING
37,970,474,1,NOT_SPEAKING
38,969,474,1,NOT_SPEAKING
39,969,474,1,NOT_SPEAKING
40,969,474,1,NOT_SPEAKING
41,968,474,1,NOT_SPEAKING
42,968,475,1,NOT_SPEAKING
43,968,475,1,NOT_SPEAKING
44,967,475,1,NOT_SPEAKING
45,967,475,1,NOT_SPEAKING
46,967,475,1,NOT_SPEAKING
47,966,476,1,NOT_SPEAKING
48,966,476,1,NOT_SPEAKING
49,966,476,1,NOT_SPEAKING
50,965,477,1,NOT_SPEAKING
51,964,477,1,NOT_SPEAKING
52,963,478,1,NOT_SPEAKING
53,962,478,1,NOT_SPEAKING
54,961,479,1,NOT_SPEAKING
55,960,479,1,NOT_SPEAKING
56,959,480,1,NOT_SPEAKING
57,958,480,1,NOT_SPEAKING
58,957,481,1,NOT_SPEAKING
59,956,482,1,NOT_SPEAKING
60,955,482,1,NOT_SPEAKING
61,953,483,1,NOT_SPEAKING
62,952,483,1,NOT_SPEAKING
63,952,483,1,NOT_SPEAKING
64,951,483,1,NOT_SPEAKING
65,950,483,1,NOT_SPEAKING
66,949,482,1,NOT_SPEAKING
67,948,481,1,NOT_SPEAKING
68,947,479,1,NOT_SPEAKING
69,946,477,1,NOT_SPEAKING
70,945,475,1,NOT_SPEAKING
71,944,472,1,NOT_SPEAKING
72,943,469,1,NOT_SPEAKING
73,942,467,1,NOT_SPEAKING
74,941,464,1,NOT_SPEAKING
75,940,463,1,SPEAKING
76,938,462,1,SPEAKING
77,936,461,1,SPEAKING
78,933,461,1,SPEAKING
79,931,462,1,SPEAKING
80,927,462,1,SPEAKING
81,923,462,1,SPEAKING
82,918,462,1,SPEAKING
83,912,461,1,SPEAKING
84,905,460,1,SPEAKING
85,896,459,1,SPEAKING
86,886,458,1,SPEAKING
87,875,457,1,SPEAKING
88,862,457,1,SPEAKING
89,849,458,1,SPEAKING
90,834,459,1,SPEAKING
91,819,460,1,SPEAKING
92,803,462,1,SPEAKING
93,787,462,1,SPEAKING
94,770,462,1,NOT_SPEAKING
95,753,461,1,NOT_SPEAKING
96,736,459,1,NOT_SPEAKING
97,720,456,1,NOT_SPEAKING
98,703,453,1,NOT_SPEAKING
99,688,450,1,NOT_SPEAKING
100,673,448,1,NOT_SPEAKING
101,658,445,1,NOT_SPEAKING
102,645,443,1,NOT_SPEAKING
103,633,442,1,NOT_SPEAKING
104,621,441,1,NOT_SPEAKING
105,611,440,1,NOT_SPEAKING
106,601,439,1,NOT_SPEAKING
107,592,439,1,NOT_SPEAKING
108,584,439,1,NOT_SPEAKING
109,576,439,1,NOT_SPEAKING
110,569,439,1,NOT_SPEAKING
111,563,439,1,NOT_SPEAKING
112,557,438,1,NOT_SPEAKING
113,552,438,1,NOT_SPEAKING
114,547,438,1,NOT_SPEAKING
115,542,438,1,NOT_SPEAKING
116,538,438,1,NOT_SPEAKING
117,535,437,1,NOT_SPEAKING
118,532,437,1,NOT_SPEAKING
119,529,437,1,NOT_SPEAKING
120,527,436,1,NOT_SPEAKING
121,525,435,1,SPEAKING
122,524,433,1,SPEAKING
123,523,431,1,SPEAKING
124,522,429,1,SPEAKING
125,521,426,1,SPEAKING
126,519,423,1,SPEAKING
127,517,421,1,SPEAKING
128,515,418,1,SPEAKING
129,513,417,1,SPEAKING
130,510,416,1,SPEAKING
131,508,415,1,SPEAKING
132,506,415,1,SPEAKING
133,504,414,1,SPEAKING
134,503,414,1,SPEAKING
135,501,413,1,SPEAKING
136,500,412,1,SPEAKING
137,499,411,1,SPEAKING
138,498,410,1,SPEAKING
139,497,409,1,SPEAKING
140,495,409,1,SPEAKING
141,494,409,1,SPEAKING
142,492,410,1,SPEAKING
143,491,411,1,SPEAKING
144,490,411,1,SPEAKING
145,489,412,1,SPEAKING
146,489,412,1,SPEAKING
147,488,411,1,SPEAKING
148,488,410,1,SPEAKING
149,488,410,1,SPEAKING
150,487,409,1,SPEAKING
151,487,408,1,SPEAKING
152,486,407,1,SPEAKING
153,485,407,1,SPEAKING
154,483,407,1,SPEAKING
155,482,406,1,SPEAKING
156,480,406,1,SPEAKING
157,478,407,1,SPEAKING
158,477,407,1,SPEAKING
159,475,407,1,SPEAKING
160,474,408,1,SPEAKING
161,473,408,1,SPEAKING
162,472,409,1,SPEAKING
163,472,409,1,NOT_SPEAKING
164,471,410,1,NOT_SPEAKING
165,471,410,1,NOT_SPEAKING
166,471,410,1,NOT_SPEAKING
167,471,411,1,NOT_SPEAKING
168,471,411,1,NOT_SPEAKING
169,471,412,1,NOT_SPEAKING
170,471,412,1,NOT_SPEAKING
171,471,413,1,NOT_SPEAKING
172,472,413,1,NOT_SPEAKING
173,472,414,1,NOT_SPEAKING
174,472,415,1,NOT_SPEAKING
175,473,415,1,NOT_SPEAKING
176,474,416,1,NOT_SPEAKING
177,475,416,1,NOT_SPEAKING
178,476,416,1,NOT_SPEAKING
179,477,417,1,NOT_SPEAKING
180,478,417,1,NOT_SPEAKING
181,479,417,1,NOT_SPEAKING
182,481,417,1,NOT_SPEAKING
183,482,418,1,NOT_SPEAKING
184,484,418,1,NOT_SPEAKING
185,485,418,1,NOT_SPEAKING
186,487,418,1,NOT_SPEAKING
187,488,418,1,NOT_SPEAKING
188,490,419,1,SPEAKING
189,491,419,1,SPEAKING
190,493,420,1,SPEAKING
191,496,422,1,SPEAKING
192,498,424,1,SPEAKING
193,501,428,1,SPEAKING
194,505,432,1,SPEAKING
195,509,438,1,SPEAKING
196,513,443,1,SPEAKING
197,517,448,1,SPEAKING
198,521,453,1,SPEAKING
199,524,458,1,SPEAKING
200,527,462,1,SPEAKING
201,530,465,1,SPEAKING
202,533,467,1,SPEAKING
203,535,469,1,SPEAKING
204,537,470,1,SPEAKING
205,539,472,1,SPEAKING
206,541,473,1,SPEAKING
207,542,475,1,SPEAKING
208,544,476,1,SPEAKING
209,546,477,1,SPEAKING
210,548,479,1,SPEAKING
211,551,480,1,SPEAKING
212,554,481,1,SPEAKING
213,557,481,1,SPEAKING
214,561,482,1,SPEAKING
215,565,483,1,SPEAKING
216,569,483,1,SPEAKING
217,574,483,1,SPEAKING
218,579,484,1,SPEAKING
219,584,485,1,SPEAKING
220,589,486,1,SPEAKING
221,594,487,1,SPEAKING
222,599,489,1,SPEAKING
223,603,490,1,SPEAKING
224,608,492,1,SPEAKING
225,612,494,1,SPEAKING
226,616,496,1,SPEAKING
227,620,498,1,SPEAKING
228,624,499,1,SPEAKING
229,628,501,1,SPEAKING
230,633,502,1,SPEAKING
231,637,504,1,SPEAKING
232,641,505,1,SPEAKING
233,645,506,1,SPEAKING
234,648,507,1,SPEAKING
235,651,507,1,SPEAKING
236,654,508,1,SPEAKING
237,657,508,1,SPEAKING
238,660,509,1,SPEAKING
239,663,509,1,SPEAKING
240,666,510,1,SPEAKING
241,669,510,1,SPEAKING
242,672,510,1,SPEAKING
243,675,510,1,SPEAKING
244,677,509,1,SPEAKING
245,680,509,1,SPEAKING
246,683,508,1,SPEAKING
247,687,508,1,SPEAKING
248,691,507,1,SPEAKING
249,696,508,1,SPEAKING
250,701,508,1,SPEAKING
251,707,508,1,SPEAKING
252,713,508,1,SPEAKING
253,719,508,1,SPEAKING
254,725,507,1,SPEAKING
255,730,505,1,SPEAKING
256,735,502,1,SPEAKING
257,740,498,1,SPEAKING
258,745,494,1,SPEAKING
259,751,490,1,SPEAKING
260,758,486,1,SPEAKING
261,765,482,1,SPEAKING
262,773,479,1,SPEAKING
263,781,476,1,SPEAKING
264,790,474,1,SPEAKING
265,799,473,1,SPEAKING
266,808,473,1,SPEAKING
267,816,472,1,SPEAKING
268,825,472,1,SPEAKING
269,834,473,1,SPEAKING
270,842,473,1,SPEAKING
271,849,474,1,SPEAKING
272,856,474,1,SPEAKING
273,863,475,1,SPEAKING
274,868,476,1,SPEAKING
275,873,476,1,SPEAKING
276,878,477,1,SPEAKING
277,882,478,1,SPEAKING
278,886,479,1,SPEAKING
279,889,480,1,SPEAKING
280,892,481,1,SPEAKING
281,894,482,1,SPEAKING
282,897,483,1,SPEAKING
283,900,483,1,SPEAKING
284,902,483,1,SPEAKING
285,903,483,1,SPEAKING
286,905,482,1,SPEAKING
287,906,482,1,SPEAKING
288,906,482,1,SPEAKING
289,907,482,1,SPEAKING
290,907,482,1,SPEAKING
291,907,482,1,SPEAKING
292,907,482,1,SPEAKING
293,907,482,1,SPEAKING
294,907,482,1,SPEAKING
295,906,482,1,SPEAKING
296,906,482,1,SPEAKING
297,906,482,1,SPEAKING
298,906,482,1,SPEAKING
299,906,483,1,SPEAKING
300,906,483,1,SPEAKING
301,906,483,1,SPEAKING
302,906,484,1,SPEAKING
303,906,484,1,SPEAKING
304,906,485,1,NOT_SPEAKING
305,906,485,1,NOT_SPEAKING
306,906,485,1,NOT_SPEAKING
307,906,485,1,NOT_SPEAKING
308,906,485,1,NOT_SPEAKING
309,906,486,1,NOT_SPEAKING
310,906,486,1,NOT_SPEAKING
311,906,486,1,NOT_SPEAKING
312,906,486,1,NOT_SPEAKING
313,906,486,1,NOT_SPEAKING
314,906,486,1,NOT_SPEAKING
315,906,486,1,NOT_SPEAKING
316,906,486,1,NOT_SPEAKING
317,907,486,1,NOT_SPEAKING
318,907,486,1,NOT_SPEAKING
319,908,486,1,NOT_SPEAKING
320,909,486,1,NOT_SPEAKING
321,910,486,1,NOT_SPEAKING
322,911,486,1,NOT_SPEAKING
323,912,487,1,NOT_SPEAKING
324,913,487,1,NOT_SPEAKING
325,914,487,1,NOT_SPEAKING
326,915,486,1,NOT_SPEAKING
327,916,486,1,NOT_SPEAKING
328,917,485,1,NOT_SPEAKING
329,917,485,1,NOT_SPEAKING
